lsoa11cd,lsoa11nm,lsoa11_onsnm,lanm,imdrank,imddecile
W01000829,Penclawdd 2,Swansea 018C,Swansea,1083,6
W01000830,Penderry 1,Swansea 011A,Swansea,21,1
W01000831,Penderry 2,Swansea 013D,Swansea,246,2
W01000832,Penderry 3,Swansea 011B,Swansea,34,1
W01000833,Penderry 4,Swansea 011C,Swansea,45,1
W01000834,Penderry 5,Swansea 011D,Swansea,218,2
W01000835,Penderry 6,Swansea 013E,Swansea,142,1
W01000836,Penderry 7,Swansea 011E,Swansea,150,1
W01000837,Penllergaer 1,Swansea 004D,Swansea,1786,10
W01000838,Penllergaer 2,Swansea 004E,Swansea,369,2
W01000839,Pennard 1,Swansea 030C,Swansea,1647,9
W01000840,Pennard 2,Swansea 030D,Swansea,1804,10
W01000841,Penyrheol (Swansea) 1,Swansea 005C,Swansea,733,4
W01000842,Penyrheol (Swansea) 2,Swansea 005D,Swansea,1028,6
W01000843,Penyrheol (Swansea) 3,Swansea 005E,Swansea,1361,8
W01000844,Penyrheol (Swansea) 4,Swansea 005F,Swansea,264,2
W01000845,Pontardulais 1,Swansea 001A,Swansea,1636,9
W01000846,Pontardulais 2,Swansea 001B,Swansea,740,4
W01000847,Pontardulais 3,Swansea 001C,Swansea,872,5
W01000848,Pontardulais 4,Swansea 001D,Swansea,455,3
W01000849,St. Thomas 1,Swansea 021A,Swansea,176,1
W01000850,St. Thomas 2,Swansea 021B,Swansea,429,3
W01000851,St. Thomas 3,Swansea 021C,Swansea,822,5
W01000852,St. Thomas 4,Swansea 021D,Swansea,718,4
W01000853,Sketty 1,Swansea 022A,Swansea,1831,10
W01000854,Sketty 2,Swansea 022B,Swansea,1657,9
W01000855,Sketty 3,Swansea 022C,Swansea,1772,10
W01000856,Sketty 4,Swansea 022D,Swansea,295,2
W01000857,Sketty 5,Swansea 022E,Swansea,1059,6
W01000858,Sketty 6,Swansea 027A,Swansea,1798,10
W01000859,Sketty 7,Swansea 027B,Swansea,1674,9
W01000860,Sketty 8,Swansea 027C,Swansea,1854,10
W01000861,Sketty 9,Swansea 027D,Swansea,1656,9
W01000862,Townhill 1,Swansea 019A,Swansea,29,1
W01000863,Townhill 2,Swansea 019B,Swansea,41,1
W01000864,Townhill 3,Swansea 019C,Swansea,49,1
W01000865,Townhill 4,Swansea 019D,Swansea,516,3
W01000866,Townhill 5,Swansea 019E,Swansea,64,1
W01000867,Townhill 6,Swansea 019F,Swansea,50,1
W01000868,Uplands 1,Swansea 024B,Swansea,1877,10
W01000869,Uplands 2,Swansea 024C,Swansea,875,5
W01000870,Uplands 3,Swansea 024D,Swansea,1746,10
W01000871,Uplands 4,Swansea 026B,Swansea,908,5
W01000872,Uplands 5,Swansea 024E,Swansea,1862,10
W01000873,Uplands 6,Swansea 026C,Swansea,1245,7
W01000874,Uplands 7,Swansea 024F,Swansea,1699,9
W01000875,Uplands 8,Swansea 026D,Swansea,1168,7
W01000876,Uplands 9,Swansea 026E,Swansea,1514,8
W01000877,Upper Loughor 1,Swansea 007E,Swansea,1442,8
W01000878,Upper Loughor 2,Swansea 007F,Swansea,1199,7
W01000879,West Cross 1,Swansea 029A,Swansea,1898,10
W01000880,West Cross 2,Swansea 029B,Swansea,1824,10
W01000881,West Cross 3,Swansea 029C,Swansea,471,3
W01000882,West Cross 4,Swansea 029D,Swansea,730,4
W01000883,Aberavon 1,Neath Port Talbot 016A,Neath Port Talbot,1519,8
W01000884,Aberavon 2,Neath Port Talbot 017A,Neath Port Talbot,166,1
W01000885,Aberavon 3,Neath Port Talbot 017B,Neath Port Talbot,145,1
W01000886,Aberavon 4,Neath Port Talbot 017C,Neath Port Talbot,79,1
W01000887,Aberdulais,Neath Port Talbot 005A,Neath Port Talbot,858,5
W01000888,Allt-wen,Neath Port Talbot 004A,Neath Port Talbot,1148,7
W01000889,Baglan 1,Neath Port Talbot 015A,Neath Port Talbot,1123,6
W01000890,Baglan 2,Neath Port Talbot 015B,Neath Port Talbot,1773,10
W01000891,Baglan 3,Neath Port Talbot 015C,Neath Port Talbot,704,4
W01000892,Baglan 4,Neath Port Talbot 015D,Neath Port Talbot,1452,8
W01000893,Blaengwrach,Neath Port Talbot 003A,Neath Port Talbot,618,4
W01000894,Briton Ferry East 1,Neath Port Talbot 013A,Neath Port Talbot,864,5
W01000895,Briton Ferry East 2,Neath Port Talbot 013B,Neath Port Talbot,323,2
W01000896,Briton Ferry West 1,Neath Port Talbot 013C,Neath Port Talbot,123,1
W01000897,Briton Ferry West 2,Neath Port Talbot 013D,Neath Port Talbot,518,3
W01000898,Bryn and Cwmavon 1,Neath Port Talbot 014A,Neath Port Talbot,901,5
W01000899,Bryn and Cwmavon 2,Neath Port Talbot 014B,Neath Port Talbot,1597,9
W01000900,Bryn and Cwmavon 3,Neath Port Talbot 014C,Neath Port Talbot,310,2
W01000901,Bryn and Cwmavon 4,Neath Port Talbot 014D,Neath Port Talbot,663,4
W01000902,Bryn-coch North 1,Neath Port Talbot 006A,Neath Port Talbot,1443,8
W01000903,Bryn-coch North 2,Neath Port Talbot 006B,Neath Port Talbot,1760,10
W01000904,Bryn-coch South 1,Neath Port Talbot 006C,Neath Port Talbot,1876,10
W01000905,Bryn-coch South 2,Neath Port Talbot 006D,Neath Port Talbot,1381,8
W01000906,Bryn-coch South 3,Neath Port Talbot 007A,Neath Port Talbot,1624,9
W01000907,Bryn-coch South 4,Neath Port Talbot 007B,Neath Port Talbot,504,3
W01000908,Cadoxton,Neath Port Talbot 006E,Neath Port Talbot,1684,9
W01000909,Cimla 1,Neath Port Talbot 009A,Neath Port Talbot,781,5
W01000910,Cimla 2,Neath Port Talbot 009B,Neath Port Talbot,1547,9
W01000911,Cimla 3,Neath Port Talbot 009C,Neath Port Talbot,1622,9
W01000912,Coedffranc Central 1,Neath Port Talbot 010A,Neath Port Talbot,659,4
W01000913,Coedffranc Central 2,Neath Port Talbot 010B,Neath Port Talbot,830,5
W01000914,Coedffranc Central 3,Neath Port Talbot 010C,Neath Port Talbot,216,2
W01000915,Coedffranc North 1,Neath Port Talbot 010D,Neath Port Talbot,1097,6
W01000916,Coedffranc North 2,Neath Port Talbot 010E,Neath Port Talbot,1110,6
W01000917,Coedffranc West,Neath Port Talbot 010F,Neath Port Talbot,1344,8
W01000918,Crynant,Neath Port Talbot 002A,Neath Port Talbot,1027,6
W01000919,Cwmllynfell,Neath Port Talbot 020A,Neath Port Talbot,993,6
W01000920,Cymmer (Neath Port Talbot) 1,Neath Port Talbot 011A,Neath Port Talbot,372,2
W01000921,Cymmer (Neath Port Talbot) 2,Neath Port Talbot 011B,Neath Port Talbot,22,1
W01000922,Dyffryn 1,Neath Port Talbot 007C,Neath Port Talbot,625,4
W01000923,Dyffryn 2,Neath Port Talbot 007D,Neath Port Talbot,1396,8
W01000924,Glyncorrwg,Neath Port Talbot 011C,Neath Port Talbot,284,2
W01000925,Glynneath 1,Neath Port Talbot 003B,Neath Port Talbot,387,3
W01000926,Glynneath 2,Neath Port Talbot 003C,Neath Port Talbot,1011,6
W01000927,Godre'r graig,Neath Port Talbot 020B,Neath Port Talbot,745,4
W01000928,Gwaun-Cae-Gurwen 1,Neath Port Talbot 020C,Neath Port Talbot,525,3
W01000929,Gwaun-Cae-Gurwen 2,Neath Port Talbot 020D,Neath Port Talbot,355,2
W01000930,Gwynfi,Neath Port Talbot 011D,Neath Port Talbot,177,1
W01000931,Lower Brynamman,Neath Port Talbot 020E,Neath Port Talbot,627,4
W01000932,Margam 1,Neath Port Talbot 019A,Neath Port Talbot,576,4
W01000933,Margam 2,Neath Port Talbot 019B,Neath Port Talbot,1433,8
W01000934,Neath East 1,Neath Port Talbot 008A,Neath Port Talbot,122,1
W01000935,Neath East 2,Neath Port Talbot 008B,Neath Port Talbot,148,1
W01000936,Neath East 3,Neath Port Talbot 012A,Neath Port Talbot,328,2
W01000937,Neath East 4,Neath Port Talbot 013E,Neath Port Talbot,340,2
W01000938,Neath North 1,Neath Port Talbot 008C,Neath Port Talbot,1456,8
W01000939,Neath North 2,Neath Port Talbot 008D,Neath Port Talbot,112,1
W01000940,Neath North 3,Neath Port Talbot 008E,Neath Port Talbot,334,2
W01000941,Neath South 1,Neath Port Talbot 012B,Neath Port Talbot,437,3
W01000942,Neath South 2,Neath Port Talbot 012C,Neath Port Talbot,249,2
W01000943,Neath South 3,Neath Port Talbot 012D,Neath Port Talbot,1667,9
W01000944,Onllwyn,Neath Port Talbot 002B,Neath Port Talbot,598,4
W01000945,Pelenna,Neath Port Talbot 014E,Neath Port Talbot,563,3
W01000946,Pontardawe 1,Neath Port Talbot 004B,Neath Port Talbot,877,5
W01000947,Pontardawe 2,Neath Port Talbot 004C,Neath Port Talbot,747,4
W01000948,Pontardawe 3,Neath Port Talbot 004D,Neath Port Talbot,741,4
W01000949,Port Talbot 1,Neath Port Talbot 018A,Neath Port Talbot,1032,6
W01000950,Port Talbot 2,Neath Port Talbot 018B,Neath Port Talbot,674,4
W01000951,Port Talbot 3,Neath Port Talbot 018C,Neath Port Talbot,315,2
W01000952,Port Talbot 4,Neath Port Talbot 018D,Neath Port Talbot,680,4
W01000953,Resolven 1,Neath Port Talbot 005B,Neath Port Talbot,634,4
W01000954,Resolven 2,Neath Port Talbot 005C,Neath Port Talbot,975,6
W01000955,Rhos 1,Neath Port Talbot 004E,Neath Port Talbot,1342,8
W01000956,Rhos 2,Neath Port Talbot 004F,Neath Port Talbot,1687,9
W01000957,Sandfields East 1,Neath Port Talbot 017D,Neath Port Talbot,278,2
W01000958,Sandfields East 2,Neath Port Talbot 016B,Neath Port Talbot,98,1
W01000959,Sandfields East 3,Neath Port Talbot 017E,Neath Port Talbot,977,6
W01000960,Sandfields East 4,Neath Port Talbot 017F,Neath Port Talbot,354,2
W01000961,Sandfields West 1,Neath Port Talbot 016C,Neath Port Talbot,397,3
W01000962,Sandfields West 2,Neath Port Talbot 016D,Neath Port Talbot,72,1
W01000963,Sandfields West 3,Neath Port Talbot 016E,Neath Port Talbot,133,1
W01000964,Sandfields West 4,Neath Port Talbot 016F,Neath Port Talbot,212,2
W01000965,Seven Sisters,Neath Port Talbot 002C,Neath Port Talbot,519,3
W01000966,Tai-bach 1,Neath Port Talbot 018E,Neath Port Talbot,584,4
W01000967,Tai-bach 2,Neath Port Talbot 019C,Neath Port Talbot,361,2
W01000968,Tai-bach 3,Neath Port Talbot 019D,Neath Port Talbot,582,4
W01000969,Tonna 1,Neath Port Talbot 009D,Neath Port Talbot,1614,9
W01000970,Tonna 2,Neath Port Talbot 005D,Neath Port Talbot,590,4
W01000971,Trebanos,Neath Port Talbot 004G,Neath Port Talbot,907,5
W01000973,Ystalyfera 2,Neath Port Talbot 020F,Neath Port Talbot,446,3
W01000974,Aberkenfig,Bridgend 006A,Bridgend,1013,6
W01000975,Bettws (Bridgend),Bridgend 004A,Bridgend,90,1
W01000976,Blackmill 1,Bridgend 003A,Bridgend,298,2
W01000977,Blackmill 2,Bridgend 003B,Bridgend,171,1
W01000978,Blaengarw,Bridgend 004B,Bridgend,604,4
W01000979,Brackla 1,Bridgend 015A,Bridgend,1076,6
W01000980,Brackla 2,Bridgend 016A,Bridgend,656,4
W01000981,Brackla 3,Bridgend 016B,Bridgend,117,1
W01000982,Brackla 4,Bridgend 016C,Bridgend,1289,7
W01000983,Brackla 5,Bridgend 015B,Bridgend,1559,9
W01000984,Brackla 6,Bridgend 016D,Bridgend,1259,7
W01000985,Brackla 7,Bridgend 015C,Bridgend,1819,10
W01000986,Bryncethin,Bridgend 007A,Bridgend,1047,6
W01000987,Bryncoch,Bridgend 007B,Bridgend,407,3
W01000989,Bryntirion Laleston and Merthyr Mawr 2,Bridgend 013A,Bridgend,1589,9
W01000990,Bryntirion Laleston and Merthyr Mawr 3,Bridgend 017B,Bridgend,352,2
W01000991,Caerau (Bridgend) 1,Bridgend 001A,Bridgend,6,1
W01000992,Caerau (Bridgend) 2,Bridgend 001B,Bridgend,44,1
W01000993,Caerau (Bridgend) 3,Bridgend 001C,Bridgend,179,1
W01000994,Caerau (Bridgend) 4,Bridgend 001D,Bridgend,293,2
W01000995,Caerau (Bridgend) 5,Bridgend 001E,Bridgend,812,5
W01000996,Cefn Cribwr,Bridgend 008A,Bridgend,748,4
W01000997,Cefn Glas,Bridgend 012A,Bridgend,1264,7
W01000998,Coity,Bridgend 011A,Bridgend,1581,9
W01000999,Cornelly 1,Bridgend 010A,Bridgend,433,3
W01001000,Cornelly 2,Bridgend 010B,Bridgend,1009,6
W01001001,Cornelly 3,Bridgend 010C,Bridgend,687,4
W01001002,Cornelly 4,Bridgend 010D,Bridgend,189,1
W01001003,Coychurch Lower,Bridgend 015D,Bridgend,1322,7
W01001004,Felindre 1,Bridgend 009A,Bridgend,466,3
W01001005,Felindre 2,Bridgend 009B,Bridgend,1214,7
W01001006,Hendre (Bridgend) 1,Bridgend 009C,Bridgend,1719,9
W01001007,Hendre (Bridgend) 2,Bridgend 009D,Bridgend,824,5
W01001008,Litchard,Bridgend 011B,Bridgend,1714,9
W01001009,Llangeinor,Bridgend 004C,Bridgend,496,3
W01001010,Llangewydd and Brynhyfryd 1,Bridgend 012B,Bridgend,533,3
W01001011,Llangewydd and Brynhyfryd 2,Bridgend 012C,Bridgend,1434,8
W01001012,Llangynwyd 1,Bridgend 005A,Bridgend,1405,8
W01001013,Llangynwyd 2,Bridgend 005B,Bridgend,670,4
W01001014,Maesteg East 1,Bridgend 002A,Bridgend,409,3
W01001015,Maesteg East 2,Bridgend 002B,Bridgend,303,2
W01001016,Maesteg East 3,Bridgend 005C,Bridgend,828,5
W01001017,Maesteg West 1,Bridgend 002C,Bridgend,1158,7
W01001018,Maesteg West 2,Bridgend 002D,Bridgend,416,3
W01001019,Maesteg West 3,Bridgend 005D,Bridgend,254,2
W01001020,Maesteg West 4,Bridgend 002E,Bridgend,319,2
W01001021,Morfa 1,Bridgend 014A,Bridgend,401,3
W01001022,Morfa 2,Bridgend 014B,Bridgend,136,1
W01001023,Morfa 3,Bridgend 014C,Bridgend,342,2
W01001024,Nant-y-moel 1,Bridgend 003C,Bridgend,347,2
W01001025,Nant-y-moel 2,Bridgend 003D,Bridgend,542,3
W01001026,Newcastle 1,Bridgend 012D,Bridgend,440,3
W01001027,Newcastle 2,Bridgend 017C,Bridgend,1371,8
W01001028,Newcastle 3,Bridgend 014D,Bridgend,1221,7
W01001029,Newton (Bridgend) 1,Bridgend 019A,Bridgend,1536,9
W01001030,Newton (Bridgend) 2,Bridgend 019B,Bridgend,1408,8
W01001031,Nottage 1,Bridgend 018A,Bridgend,1710,9
W01001032,Nottage 2,Bridgend 018B,Bridgend,1659,9
W01001033,Ogmore Vale 1,Bridgend 003E,Bridgend,833,5
W01001034,Ogmore Vale 2,Bridgend 003F,Bridgend,485,3
W01001035,Oldcastle 1,Bridgend 014E,Bridgend,287,2
W01001036,Oldcastle 2,Bridgend 017D,Bridgend,1783,10
W01001037,Oldcastle 3,Bridgend 013B,Bridgend,1646,9
W01001038,Pendre,Bridgend 011C,Bridgend,839,5
W01001039,Penprysg 1,Bridgend 009E,Bridgend,1077,6
W01001040,Penprysg 2,Bridgend 009F,Bridgend,1306,7
W01001041,Pen-y-fai,Bridgend 013C,Bridgend,1658,9
W01001042,Pontycymmer 1,Bridgend 004D,Bridgend,551,3
W01001043,Pontycymmer 2,Bridgend 004E,Bridgend,425,3
W01001044,Porthcawl East Central 1,Bridgend 019C,Bridgend,484,3
W01001045,Porthcawl East Central 2,Bridgend 019D,Bridgend,567,3
W01001046,Porthcawl West Central 1,Bridgend 018C,Bridgend,580,4
W01001047,Porthcawl West Central 2,Bridgend 018D,Bridgend,1504,8
W01001048,Pyle 1,Bridgend 008B,Bridgend,1297,7
W01001049,Pyle 2,Bridgend 008C,Bridgend,248,2
W01001050,Pyle 3,Bridgend 008D,Bridgend,574,4
W01001051,Pyle 4,Bridgend 008E,Bridgend,565,3
W01001052,Pyle 5,Bridgend 008F,Bridgend,465,3
W01001053,Rest Bay 1,Bridgend 018E,Bridgend,1713,9
W01001054,Rest Bay 2,Bridgend 018F,Bridgend,1706,9
W01001055,Sarn 1,Bridgend 007C,Bridgend,141,1
W01001056,Sarn 2,Bridgend 007D,Bridgend,844,5
W01001057,Ynysawdre 1,Bridgend 006B,Bridgend,225,2
W01001058,Ynysawdre 2,Bridgend 006C,Bridgend,1062,6
W01001059,Baruc 1,The Vale of Glamorgan 015A,Vale of Glamorgan,1551,9
W01001060,Baruc 2,The Vale of Glamorgan 015B,Vale of Glamorgan,1763,10
W01001061,Baruc 3,The Vale of Glamorgan 015C,Vale of Glamorgan,653,4
W01001062,Baruc 4,The Vale of Glamorgan 013A,Vale of Glamorgan,1206,7
W01001063,Buttrills 1,The Vale of Glamorgan 012A,Vale of Glamorgan,764,4
W01001064,Buttrills 2,The Vale of Glamorgan 013B,Vale of Glamorgan,198,2
W01001065,Buttrills 3,The Vale of Glamorgan 012B,Vale of Glamorgan,760,4
W01001066,Buttrills 4,The Vale of Glamorgan 015D,Vale of Glamorgan,546,3
W01001067,Cadoc 1,The Vale of Glamorgan 009A,Vale of Glamorgan,236,2
W01001068,Cadoc 2,The Vale of Glamorgan 009B,Vale of Glamorgan,782,5
W01001069,Cadoc 3,The Vale of Glamorgan 012C,Vale of Glamorgan,321,2
W01001070,Cadoc 4,The Vale of Glamorgan 009C,Vale of Glamorgan,178,1
W01001071,Cadoc 5,The Vale of Glamorgan 009D,Vale of Glamorgan,575,4
W01001072,Cadoc 6,The Vale of Glamorgan 009E,Vale of Glamorgan,1697,9
W01001073,Castleland 1,The Vale of Glamorgan 015E,Vale of Glamorgan,181,1
W01001075,Cornerswell 1,The Vale of Glamorgan 004A,Vale of Glamorgan,1771,10
W01001076,Cornerswell 2,The Vale of Glamorgan 004B,Vale of Glamorgan,1050,6
W01001077,Cornerswell 3,The Vale of Glamorgan 004C,Vale of Glamorgan,1278,7
W01001078,Cornerswell 4,The Vale of Glamorgan 004D,Vale of Glamorgan,1724,10
W01001079,Court 1,The Vale of Glamorgan 012E,Vale of Glamorgan,359,2
W01001080,Court 2,The Vale of Glamorgan 012F,Vale of Glamorgan,454,3
W01001081,Court 3,The Vale of Glamorgan 007A,Vale of Glamorgan,169,1
W01001082,Cowbridge 1,The Vale of Glamorgan 002A,Vale of Glamorgan,1649,9
W01001083,Cowbridge 2,The Vale of Glamorgan 002B,Vale of Glamorgan,1770,10
W01001084,Cowbridge 3,The Vale of Glamorgan 002C,Vale of Glamorgan,1727,10
W01001085,Cowbridge 4,The Vale of Glamorgan 002D,Vale of Glamorgan,1704,9
W01001086,Dinas Powys 1,The Vale of Glamorgan 006A,Vale of Glamorgan,1881,10
